YEAR,MO,DY,HR,TEMPERATURE
2020,2,13,0,-2.36
2020,2,13,1,-2.36
2020,2,13,2,-2.2
2020,2,13,3,-2.06
2020,2,13,4,-1.51
2020,2,13,5,-1.35
2020,2,13,6,-1.64
2020,2,13,7,-1.48
2020,2,13,8,0.97
2020,2,13,9,3.51
2020,2,13,10,5.65
2020,2,13,11,6.43
2020,2,13,12,6.92
2020,2,13,13,7.18
2020,2,13,14,7.12
2020,2,13,15,6.61
2020,2,13,16,3.78
2020,2,13,17,0.5
2020,2,13,18,-0.42
2020,2,13,19,-1.25
2020,2,13,20,-2.02
2020,2,13,21,-2.48
2020,2,13,22,-2.79
2020,2,13,23,-3.06
2020,2,14,0,-3.2
2020,2,14,1,-3.28
2020,2,14,2,-3.48
2020,2,14,3,-3.58
2020,2,14,4,-3.47
2020,2,14,5,-2.79
2020,2,14,6,-2.79
2020,2,14,7,-2.2
2020,2,14,8,-0.59
2020,2,14,9,1.02
2020,2,14,10,3.06
2020,2,14,11,5.45
2020,2,14,12,7.51
2020,2,14,13,8.77
2020,2,14,14,8.86
2020,2,14,15,7.21
2020,2,14,16,3.9
2020,2,14,17,1.04
2020,2,14,18,0.37
2020,2,14,19,0.65
2020,2,14,20,0.59
2020,2,14,21,0.49
2020,2,14,22,1.08
2020,2,14,23,0.76
2020,2,15,0,0.6
2020,2,15,1,1.08
2020,2,15,2,1.16
2020,2,15,3,0.84
2020,2,15,4,0.37
2020,2,15,5,0.15
2020,2,15,6,-0.03
2020,2,15,7,0.23
2020,2,15,8,1.51
2020,2,15,9,3.26
2020,2,15,10,5.72
2020,2,15,11,7.31
2020,2,15,12,7.65
2020,2,15,13,7.71
2020,2,15,14,7.48
2020,2,15,15,6.82
2020,2,15,16,5.39
2020,2,15,17,2.98
2020,2,15,18,1.87
2020,2,15,19,0.58
2020,2,15,20,-0.6
2020,2,15,21,-1.43
2020,2,15,22,-1.81
2020,2,15,23,-1.99
2020,2,16,0,-1.92
2020,2,16,1,-1.71
2020,2,16,2,-1.56
2020,2,16,3,-1.46
2020,2,16,4,-1.74
2020,2,16,5,-2.23
2020,2,16,6,-2.13
2020,2,16,7,-1.7
2020,2,16,8,0.12
2020,2,16,9,2.75
2020,2,16,10,5.08
2020,2,16,11,6.37
2020,2,16,12,7.22
2020,2,16,13,7.8
2020,2,16,14,7.98
2020,2,16,15,7.65
2020,2,16,16,5.48
2020,2,16,17,2.18
2020,2,16,18,1.77
2020,2,16,19,1.42
2020,2,16,20,1.15
2020,2,16,21,0.87
2020,2,16,22,0.36
2020,2,16,23,-0.17
2020,2,17,0,-0.7
2020,2,17,1,-1.14
2020,2,17,2,-1.49
2020,2,17,3,-1.63
2020,2,17,4,-1.49
2020,2,17,5,-1.49
2020,2,17,6,-1.35
2020,2,17,7,-0.86
2020,2,17,8,1.15
2020,2,17,9,4.08
2020,2,17,10,7.44
2020,2,17,11,10.1
2020,2,17,12,12.22
2020,2,17,13,13.8
2020,2,17,14,14.68
2020,2,17,15,14.44
2020,2,17,16,11.23
2020,2,17,17,7.84
2020,2,17,18,6.9
2020,2,17,19,5.94
2020,2,17,20,5.02
2020,2,17,21,4.13
2020,2,17,22,3.11
2020,2,17,23,2.08
2020,2,18,0,1.54
2020,2,18,1,1.39
2020,2,18,2,1.27
2020,2,18,3,1.21
2020,2,18,4,1.4
2020,2,18,5,1.4
2020,2,18,6,1.17
2020,2,18,7,1.34
2020,2,18,8,3.87
2020,2,18,9,6.69
2020,2,18,10,9.77
2020,2,18,11,12.28
2020,2,18,12,14.01
2020,2,18,13,14.32
2020,2,18,14,13.62
2020,2,18,15,12.29
2020,2,18,16,10.58
2020,2,18,17,8.02
2020,2,18,18,7.21
2020,2,18,19,6.4
2020,2,18,20,5.42
2020,2,18,21,4.34
2020,2,18,22,3.47
2020,2,18,23,2.68
2020,2,19,0,2.03
2020,2,19,1,1.27
2020,2,19,2,0.86
2020,2,19,3,0.73
2020,2,19,4,0.39
2020,2,19,5,-0.15
2020,2,19,6,-0.85
2020,2,19,7,-0.1
2020,2,19,8,2.11
2020,2,19,9,4.63
2020,2,19,10,7.4
2020,2,19,11,8.87
2020,2,19,12,9.38
2020,2,19,13,9.63
2020,2,19,14,9.64
2020,2,19,15,9.42
2020,2,19,16,8.05
2020,2,19,17,5.69
2020,2,19,18,4.67
2020,2,19,19,3.9
2020,2,19,20,2.99
2020,2,19,21,2.25
2020,2,19,22,2.04
2020,2,19,23,1.74
2020,2,20,0,1.66
2020,2,20,1,1.94
2020,2,20,2,1.98
2020,2,20,3,1.58
2020,2,20,4,1.22
2020,2,20,5,0.86
2020,2,20,6,0.84
2020,2,20,7,1.52
2020,2,20,8,3.4
2020,2,20,9,4.99
2020,2,20,10,7.23
2020,2,20,11,8.47
2020,2,20,12,8.5
2020,2,20,13,8.15
2020,2,20,14,8.08
2020,2,20,15,7.8
2020,2,20,16,6.76
2020,2,20,17,4.37
2020,2,20,18,3.38
2020,2,20,19,2.72
2020,2,20,20,2.04
2020,2,20,21,1.37
2020,2,20,22,0.69
2020,2,20,23,0.04
2020,2,21,0,-0.57
2020,2,21,1,-0.6
2020,2,21,2,-0.23
2020,2,21,3,-0.34
2020,2,21,4,-0.74
2020,2,21,5,-1.27
2020,2,21,6,-1.42
2020,2,21,7,-1.32
2020,2,21,8,0.07
2020,2,21,9,2.01
2020,2,21,10,4.64
2020,2,21,11,7.84
2020,2,21,12,8.55
2020,2,21,13,8.55
2020,2,21,14,8.21
2020,2,21,15,7.87
2020,2,21,16,6.98
2020,2,21,17,5.52
2020,2,21,18,4.52
2020,2,21,19,4.09
2020,2,21,20,3.81
2020,2,21,21,3.29
2020,2,21,22,2.54
2020,2,21,23,1.64
2020,2,22,0,0.76
2020,2,22,1,0.15
2020,2,22,2,-0.24
2020,2,22,3,-0.4
2020,2,22,4,-0.6
2020,2,22,5,-1.23
2020,2,22,6,-1.67
2020,2,22,7,-0.74
2020,2,22,8,2.05
2020,2,22,9,4.82
2020,2,22,10,6.43
2020,2,22,11,6.74
2020,2,22,12,6.82
2020,2,22,13,6.9
2020,2,22,14,6.73
2020,2,22,15,6.23
2020,2,22,16,5.06
2020,2,22,17,3.22
2020,2,22,18,2.49
2020,2,22,19,1.47
2020,2,22,20,0.08
2020,2,22,21,-0.67
2020,2,22,22,-0.79
2020,2,22,23,-1.25
2020,2,23,0,-1.39
2020,2,23,1,-1.19
2020,2,23,2,-1.2
2020,2,23,3,-1.24
2020,2,23,4,-0.79
2020,2,23,5,-1.02
2020,2,23,6,-1.02
2020,2,23,7,0.31
2020,2,23,8,3.4
2020,2,23,9,6.48
2020,2,23,10,9.86
2020,2,23,11,11.3
2020,2,23,12,11.4
2020,2,23,13,11.15
2020,2,23,14,10.43
2020,2,23,15,9.23
2020,2,23,16,8.01
2020,2,23,17,6.15
2020,2,23,18,5.2
2020,2,23,19,4.55
2020,2,23,20,4.38
2020,2,23,21,4.33
2020,2,23,22,4.68
2020,2,23,23,4.89
2020,2,24,0,5.24
2020,2,24,1,5.49
2020,2,24,2,5.87
2020,2,24,3,5.89
2020,2,24,4,6.17
2020,2,24,5,6.72
2020,2,24,6,6.79
2020,2,24,7,7.85
2020,2,24,8,8.82
2020,2,24,9,7.65
2020,2,24,10,6.51
2020,2,24,11,6.56
2020,2,24,12,7.09
2020,2,24,13,7.72
2020,2,24,14,7.38
2020,2,24,15,6.83
2020,2,24,16,6.12
2020,2,24,17,5.12
2020,2,24,18,4.54
2020,2,24,19,4.12
2020,2,24,20,3.76
2020,2,24,21,3.45
2020,2,24,22,2.87
2020,2,24,23,1.66
2020,2,25,0,0.37
2020,2,25,1,-0.47
2020,2,25,2,-0.99
2020,2,25,3,-1.5
2020,2,25,4,-1.41
2020,2,25,5,-1.14
2020,2,25,6,-0.63
2020,2,25,7,0.14
2020,2,25,8,1.52
2020,2,25,9,4.21
2020,2,25,10,7.65
2020,2,25,11,10.07
2020,2,25,12,12.07
2020,2,25,13,13.65
2020,2,25,14,14.53
2020,2,25,15,14.57
2020,2,25,16,12.7
2020,2,25,17,9.85
2020,2,25,18,7.87
2020,2,25,19,6.21
2020,2,25,20,5.17
2020,2,25,21,4.26
2020,2,25,22,3.38
2020,2,25,23,2.69
2020,2,26,0,2.18
2020,2,26,1,2.13
2020,2,26,2,2.2
2020,2,26,3,2.33
2020,2,26,4,2.43
2020,2,26,5,2.52
2020,2,26,6,2.59
2020,2,26,7,4.15
2020,2,26,8,7.06
2020,2,26,9,9.41
2020,2,26,10,13.23
2020,2,26,11,15.7
2020,2,26,12,16.63
2020,2,26,13,16.9
2020,2,26,14,16.78
2020,2,26,15,16.67
2020,2,26,16,14.3
2020,2,26,17,11.13
2020,2,26,18,10.36
2020,2,26,19,9.8
2020,2,26,20,9.06
2020,2,26,21,8.24
2020,2,26,22,7.34
2020,2,26,23,6.01
2020,2,27,0,5.03
2020,2,27,1,4.44
2020,2,27,2,4.03
2020,2,27,3,4.15
2020,2,27,4,4.08
2020,2,27,5,3.48
2020,2,27,6,3.12
2020,2,27,7,3.21
2020,2,27,8,3.73
2020,2,27,9,4.39
2020,2,27,10,4.76
2020,2,27,11,4.77
2020,2,27,12,4.9
2020,2,27,13,4.95
2020,2,27,14,4.71
2020,2,27,15,4.3
2020,2,27,16,3.6
2020,2,27,17,2.65
2020,2,27,18,1.8
2020,2,27,19,1.89
2020,2,27,20,1.79
2020,2,27,21,1.51
2020,2,27,22,1.13
2020,2,27,23,0.55
2020,2,28,0,-0.19
2020,2,28,1,-1.35
2020,2,28,2,-2.1
2020,2,28,3,-2.57
2020,2,28,4,-2.88
2020,2,28,5,-3.05
2020,2,28,6,-3.1
2020,2,28,7,-0.99
2020,2,28,8,1.7
2020,2,28,9,4.81
2020,2,28,10,6.37
2020,2,28,11,7.01
2020,2,28,12,7.59
2020,2,28,13,7.98
2020,2,28,14,7.94
2020,2,28,15,7.57
2020,2,28,16,6.58
2020,2,28,17,3.01
2020,2,28,18,2.42
2020,2,28,19,2.63
2020,2,28,20,2.38
2020,2,28,21,2.06
2020,2,28,22,1.73
2020,2,28,23,1.4
2020,2,29,0,1.21
2020,2,29,1,1.09
2020,2,29,2,0.91
2020,2,29,3,0.66
2020,2,29,4,0.22
2020,2,29,5,-0.49
2020,2,29,6,-1.79
2020,2,29,7,-1.08
2020,2,29,8,0.79
2020,2,29,9,3.25
2020,2,29,10,4.83
2020,2,29,11,5.93
2020,2,29,12,6.71
2020,2,29,13,7.25
2020,2,29,14,7.46
2020,2,29,15,7.42
2020,2,29,16,6.7
2020,2,29,17,3.58
2020,2,29,18,1.54
2020,2,29,19,0.87
2020,2,29,20,0.46
2020,2,29,21,-0.1
2020,2,29,22,-0.67
2020,2,29,23,-1.08
2020,3,1,0,-1.33
2020,3,1,1,-1.46
2020,3,1,2,-1.56
2020,3,1,3,-1.49
2020,3,1,4,-1.45
2020,3,1,5,-1.78
2020,3,1,6,-1.75
2020,3,1,7,-0.26
2020,3,1,8,1.44
2020,3,1,9,4.01
2020,3,1,10,7.08
2020,3,1,11,9.9
2020,3,1,12,11.62
2020,3,1,13,12.43
2020,3,1,14,12.72
2020,3,1,15,12.26
2020,3,1,16,10.74
2020,3,1,17,7.72
2020,3,1,18,6.07
2020,3,1,19,5.21
2020,3,1,20,4.22
2020,3,1,21,3.38
2020,3,1,22,2.72
2020,3,1,23,2.08
2020,3,2,0,1.46
2020,3,2,1,1.28
2020,3,2,2,1.51
2020,3,2,3,1.48
2020,3,2,4,1.53
2020,3,2,5,1.51
2020,3,2,6,1.6
2020,3,2,7,2.19
2020,3,2,8,3.42
2020,3,2,9,5.39
2020,3,2,10,7.33
2020,3,2,11,8.72
2020,3,2,12,9.75
2020,3,2,13,11.46
2020,3,2,14,12.98
2020,3,2,15,12.89
2020,3,2,16,12.12
2020,3,2,17,8.71
2020,3,2,18,7.49
2020,3,2,19,6.65
2020,3,2,20,5.58
2020,3,2,21,4.33
2020,3,2,22,3.76
2020,3,2,23,3.71
2020,3,3,0,2.89
2020,3,3,1,2.81
2020,3,3,2,3.26
2020,3,3,3,3.92
2020,3,3,4,3.81
2020,3,3,5,3.94
2020,3,3,6,3.93
2020,3,3,7,4.94
2020,3,3,8,6.9
2020,3,3,9,9.28
2020,3,3,10,13.23
2020,3,3,11,16.46
2020,3,3,12,18.6
2020,3,3,13,19.64
2020,3,3,14,19.73
2020,3,3,15,19.12
2020,3,3,16,16.38
2020,3,3,17,13.17
2020,3,3,18,11.88
2020,3,3,19,10.87
2020,3,3,20,9.99
2020,3,3,21,9.16
2020,3,3,22,8.37
2020,3,3,23,7.58
2020,3,4,0,6.84
2020,3,4,1,6.3
2020,3,4,2,5.83
2020,3,4,3,5.4
2020,3,4,4,5.01
2020,3,4,5,4.74
2020,3,4,6,4.98
2020,3,4,7,6.71
2020,3,4,8,8.65
2020,3,4,9,11.66
2020,3,4,10,14.43
2020,3,4,11,16.44
2020,3,4,12,17.79
2020,3,4,13,18.55
2020,3,4,14,18.7
2020,3,4,15,18.07
2020,3,4,16,16.73
2020,3,4,17,14.73
2020,3,4,18,13.61
2020,3,4,19,12.9
2020,3,4,20,12.31
2020,3,4,21,11.71
2020,3,4,22,11.3
2020,3,4,23,10.97
2020,3,5,0,10.68
2020,3,5,1,9.94
2020,3,5,2,8.05
2020,3,5,3,7.64
2020,3,5,4,7.29
2020,3,5,5,6.85
2020,3,5,6,6.72
2020,3,5,7,6.73
2020,3,5,8,6.73
2020,3,5,9,6.79
2020,3,5,10,6.3
2020,3,5,11,5.82
2020,3,5,12,5.76
2020,3,5,13,5.76
2020,3,5,14,5.98
2020,3,5,15,5.91
2020,3,5,16,5.4
2020,3,5,17,4.67
2020,3,5,18,4.17
2020,3,5,19,3.87
2020,3,5,20,3.64
2020,3,5,21,3.47
2020,3,5,22,3.3
2020,3,5,23,3.26
2020,3,6,0,3.21
2020,3,6,1,3.11
2020,3,6,2,3.08
2020,3,6,3,3.03
2020,3,6,4,3.02
2020,3,6,5,3.16
2020,3,6,6,2.73
2020,3,6,7,3.44
2020,3,6,8,5.73
2020,3,6,9,8.05
2020,3,6,10,10.1
2020,3,6,11,12.07
2020,3,6,12,13.29
2020,3,6,13,14.18
2020,3,6,14,14.55
2020,3,6,15,14.37
2020,3,6,16,13.22
2020,3,6,17,10.35
2020,3,6,18,9.21
2020,3,6,19,8.8
2020,3,6,20,8.24
2020,3,6,21,7.62
2020,3,6,22,7.09
2020,3,6,23,6.67
2020,3,7,0,6.3
2020,3,7,1,6.0
2020,3,7,2,5.68
2020,3,7,3,5.55
2020,3,7,4,5.28
2020,3,7,5,4.69
2020,3,7,6,3.94
2020,3,7,7,5.62
2020,3,7,8,8.44
2020,3,7,9,11.58
2020,3,7,10,13.41
2020,3,7,11,14.95
2020,3,7,12,16.08
2020,3,7,13,16.53
2020,3,7,14,16.75
2020,3,7,15,16.51
2020,3,7,16,15.74
2020,3,7,17,13.49
2020,3,7,18,11.8
2020,3,7,19,10.72
2020,3,7,20,9.71
2020,3,7,21,8.55
2020,3,7,22,7.44
2020,3,7,23,6.74
2020,3,8,0,6.3
2020,3,8,1,5.95
2020,3,8,2,5.73
2020,3,8,3,5.58
2020,3,8,4,5.53
2020,3,8,5,5.5
2020,3,8,6,5.31
2020,3,8,7,5.67
2020,3,8,8,6.36
2020,3,8,9,6.76
2020,3,8,10,7.12
2020,3,8,11,7.5
2020,3,8,12,7.58
2020,3,8,13,7.74
2020,3,8,14,7.89
2020,3,8,15,7.89
2020,3,8,16,7.63
2020,3,8,17,7.12
2020,3,8,18,6.65
2020,3,8,19,6.39
2020,3,8,20,6.15
2020,3,8,21,5.92
2020,3,8,22,5.85
2020,3,8,23,5.84
2020,3,9,0,5.56
2020,3,9,1,5.51
2020,3,9,2,5.51
2020,3,9,3,5.51
2020,3,9,4,5.45
2020,3,9,5,5.27
2020,3,9,6,5.08
2020,3,9,7,5.85
2020,3,9,8,6.49
2020,3,9,9,7.46
2020,3,9,10,8.49
2020,3,9,11,9.1
2020,3,9,12,9.79
2020,3,9,13,10.55
2020,3,9,14,11.04
2020,3,9,15,11.0
2020,3,9,16,10.36
2020,3,9,17,8.82
2020,3,9,18,7.8
2020,3,9,19,7.42
2020,3,9,20,7.1
2020,3,9,21,6.8
2020,3,9,22,6.56
2020,3,9,23,6.49
2020,3,10,0,6.44
2020,3,10,1,6.27
2020,3,10,2,6.12
2020,3,10,3,5.98
2020,3,10,4,5.76
2020,3,10,5,5.47
2020,3,10,6,5.31
2020,3,10,7,5.51
2020,3,10,8,5.98
2020,3,10,9,6.44
2020,3,10,10,7.08
2020,3,10,11,7.94
2020,3,10,12,8.84
2020,3,10,13,9.56
2020,3,10,14,10.12
2020,3,10,15,10.3
2020,3,10,16,10.08
2020,3,10,17,9.12
2020,3,10,18,8.08
2020,3,10,19,7.54
2020,3,10,20,6.98
2020,3,10,21,6.42
2020,3,10,22,5.81
2020,3,10,23,5.16
2020,3,11,0,4.05
2020,3,11,1,3.1
2020,3,11,2,2.33
2020,3,11,3,1.87
2020,3,11,4,1.64
2020,3,11,5,1.69
2020,3,11,6,2.04
2020,3,11,7,5.07
2020,3,11,8,7.48
2020,3,11,9,9.8
2020,3,11,10,11.3
2020,3,11,11,13.15
2020,3,11,12,14.77
2020,3,11,13,14.51
2020,3,11,14,12.23
2020,3,11,15,10.55
2020,3,11,16,9.76
2020,3,11,17,8.88
2020,3,11,18,7.71
2020,3,11,19,6.91
2020,3,11,20,6.05
2020,3,11,21,5.81
2020,3,11,22,5.58
2020,3,11,23,5.41
2020,3,12,0,4.83
2020,3,12,1,3.88
2020,3,12,2,3.1
2020,3,12,3,2.6
2020,3,12,4,2.34
2020,3,12,5,2.14
2020,3,12,6,2.22
2020,3,12,7,5.38
2020,3,12,8,7.87
2020,3,12,9,11.37
2020,3,12,10,13.0
2020,3,12,11,14.52
2020,3,12,12,16.0
2020,3,12,13,17.47
2020,3,12,14,18.49
2020,3,12,15,18.75
2020,3,12,16,17.89
2020,3,12,17,14.3
2020,3,12,18,11.3
2020,3,12,19,10.45
2020,3,12,20,9.87
2020,3,12,21,9.44
2020,3,12,22,9.01
2020,3,12,23,8.52
2020,3,13,0,8.23
2020,3,13,1,8.07
2020,3,13,2,7.89
2020,3,13,3,7.49
2020,3,13,4,7.02
2020,3,13,5,6.55
2020,3,13,6,6.15
2020,3,13,7,8.94
2020,3,13,8,11.23
2020,3,13,9,13.95
2020,3,13,10,15.97
2020,3,13,11,17.62
2020,3,13,12,19.8
2020,3,13,13,20.62
2020,3,13,14,20.84
2020,3,13,15,20.45
2020,3,13,16,18.9
2020,3,13,17,15.78
2020,3,13,18,13.48
2020,3,13,19,12.08
2020,3,13,20,10.53
2020,3,13,21,8.37
2020,3,13,22,6.73
2020,3,13,23,6.05
2020,3,14,0,5.6
2020,3,14,1,4.92
2020,3,14,2,4.11
2020,3,14,3,4.19
2020,3,14,4,3.99
2020,3,14,5,3.44
2020,3,14,6,3.15
2020,3,14,7,3.99
2020,3,14,8,6.71
2020,3,14,9,10.59
2020,3,14,10,12.01
2020,3,14,11,12.82
2020,3,14,12,13.3
2020,3,14,13,13.43
2020,3,14,14,13.24
2020,3,14,15,12.56
2020,3,14,16,11.25
2020,3,14,17,9.22
2020,3,14,18,6.98
2020,3,14,19,5.49
2020,3,14,20,4.55
2020,3,14,21,3.73
2020,3,14,22,2.98
2020,3,14,23,2.26
2020,3,15,0,1.59
2020,3,15,1,1.03
2020,3,15,2,0.39
2020,3,15,3,-0.23
2020,3,15,4,-0.85
2020,3,15,5,-1.42
2020,3,15,6,-1.95
2020,3,15,7,-1.35
2020,3,15,8,-0.17
2020,3,15,9,1.19
2020,3,15,10,2.51
2020,3,15,11,3.6
2020,3,15,12,4.5
2020,3,15,13,5.03
2020,3,15,14,5.09
2020,3,15,15,4.77
2020,3,15,16,4.01
2020,3,15,17,1.99
2020,3,15,18,-1.21
2020,3,15,19,-1.7
2020,3,15,20,-1.86
2020,3,15,21,-2.18
2020,3,15,22,-2.62
2020,3,15,23,-3.11
2020,3,16,0,-3.45
2020,3,16,1,-3.46
2020,3,16,2,-3.31
2020,3,16,3,-3.22
2020,3,16,4,-3.24
2020,3,16,5,-3.36
2020,3,16,6,-3.26
2020,3,16,7,-1.37
2020,3,16,8,1.38
2020,3,16,9,3.83
2020,3,16,10,5.23
2020,3,16,11,6.55
2020,3,16,12,7.88
2020,3,16,13,8.92
2020,3,16,14,9.5
2020,3,16,15,9.54
2020,3,16,16,8.88
2020,3,16,17,5.4
2020,3,16,18,1.94
2020,3,16,19,1.3
2020,3,16,20,0.91
2020,3,16,21,0.46
2020,3,16,22,-0.12
2020,3,16,23,-0.93
2020,3,17,0,-1.67
2020,3,17,1,-2.13
2020,3,17,2,-2.68
2020,3,17,3,-2.81
2020,3,17,4,-2.45
2020,3,17,5,-2.13
2020,3,17,6,-1.2
2020,3,17,7,1.32
2020,3,17,8,3.91
2020,3,17,9,7.11
2020,3,17,10,10.39
2020,3,17,11,12.18
2020,3,17,12,13.19
2020,3,17,13,13.75
2020,3,17,14,14.1
2020,3,17,15,14.04
2020,3,17,16,13.32
2020,3,17,17,10.21
2020,3,17,18,7.78
2020,3,17,19,7.15
2020,3,17,20,6.57
2020,3,17,21,5.57
2020,3,17,22,4.5
2020,3,17,23,3.34
2020,3,18,0,2.58
2020,3,18,1,2.03
2020,3,18,2,1.73
2020,3,18,3,1.87
2020,3,18,4,1.49
2020,3,18,5,1.39
2020,3,18,6,1.69
2020,3,18,7,2.15
2020,3,18,8,2.94
2020,3,18,9,4.3
2020,3,18,10,5.92
2020,3,18,11,8.34
2020,3,18,12,10.41
2020,3,18,13,11.57
2020,3,18,14,12.16
2020,3,18,15,12.25
2020,3,18,16,11.76
2020,3,18,17,10.07
2020,3,18,18,8.75
2020,3,18,19,7.77
2020,3,18,20,6.38
2020,3,18,21,4.72
2020,3,18,22,3.33
2020,3,18,23,2.42
2020,3,19,0,1.76
2020,3,19,1,1.26
2020,3,19,2,0.82
2020,3,19,3,0.49
2020,3,19,4,0.31
2020,3,19,5,0.31
2020,3,19,6,0.82
2020,3,19,7,3.85
2020,3,19,8,6.73
2020,3,19,9,10.82
2020,3,19,10,13.26
2020,3,19,11,15.03
2020,3,19,12,16.26
2020,3,19,13,17.07
2020,3,19,14,17.4
2020,3,19,15,17.25
2020,3,19,16,16.5
2020,3,19,17,13.87
2020,3,19,18,12.92
2020,3,19,19,12.08
2020,3,19,20,10.03
2020,3,19,21,8.83
2020,3,19,22,8.41
2020,3,19,23,8.2
2020,3,20,0,7.97
2020,3,20,1,7.11
2020,3,20,2,6.16
2020,3,20,3,5.4
2020,3,20,4,4.85
2020,3,20,5,4.71
2020,3,20,6,5.48
2020,3,20,7,7.31
2020,3,20,8,9.61
2020,3,20,9,12.4
2020,3,20,10,15.3
2020,3,20,11,16.56
2020,3,20,12,16.64
2020,3,20,13,16.65
2020,3,20,14,16.76
2020,3,20,15,16.43
2020,3,20,16,15.58
2020,3,20,17,13.38
2020,3,20,18,10.82
2020,3,20,19,10.37
2020,3,20,20,10.3
2020,3,20,21,10.21
2020,3,20,22,9.96
2020,3,20,23,9.65
2020,3,21,0,9.35
2020,3,21,1,8.98
2020,3,21,2,8.62
2020,3,21,3,8.27
2020,3,21,4,7.94
2020,3,21,5,7.57
2020,3,21,6,7.48
2020,3,21,7,9.8
2020,3,21,8,11.76
2020,3,21,9,13.84
2020,3,21,10,15.34
2020,3,21,11,16.04
2020,3,21,12,15.99
2020,3,21,13,15.23
2020,3,21,14,14.12
2020,3,21,15,13.17
2020,3,21,16,12.22
2020,3,21,17,11.02
2020,3,21,18,9.56
2020,3,21,19,7.51
2020,3,21,20,5.5
2020,3,21,21,3.71
2020,3,21,22,2.52
2020,3,21,23,2.02
2020,3,22,0,1.9
2020,3,22,1,1.72
2020,3,22,2,1.35
2020,3,22,3,1.03
2020,3,22,4,0.85
2020,3,22,5,0.78
2020,3,22,6,0.87
2020,3,22,7,1.62
2020,3,22,8,2.98
2020,3,22,9,4.81
2020,3,22,10,6.06
2020,3,22,11,6.66
2020,3,22,12,6.74
2020,3,22,13,6.47
2020,3,22,14,5.94
2020,3,22,15,5.35
2020,3,22,16,4.52
2020,3,22,17,3.63
2020,3,22,18,2.66
2020,3,22,19,2.15
2020,3,22,20,1.73
2020,3,22,21,1.37
2020,3,22,22,1.08
2020,3,22,23,0.83
2020,3,23,0,0.65
2020,3,23,1,0.46
2020,3,23,2,0.27
2020,3,23,3,-0.05
2020,3,23,4,-0.27
2020,3,23,5,-0.49
2020,3,23,6,-0.53
2020,3,23,7,0.12
2020,3,23,8,1.17
2020,3,23,9,2.12
2020,3,23,10,3.07
2020,3,23,11,3.9
2020,3,23,12,4.55
2020,3,23,13,4.81
2020,3,23,14,4.75
2020,3,23,15,4.45
2020,3,23,16,3.96
2020,3,23,17,3.02
2020,3,23,18,1.8
2020,3,23,19,1.05
2020,3,23,20,0.41
2020,3,23,21,-0.2
2020,3,23,22,-0.92
2020,3,23,23,-1.58
2020,3,24,0,-2.2
2020,3,24,1,-2.75
2020,3,24,2,-3.21
2020,3,24,3,-3.66
2020,3,24,4,-4.12
2020,3,24,5,-4.63
2020,3,24,6,-4.85
2020,3,24,7,-3.72
2020,3,24,8,-1.47
2020,3,24,9,0.75
2020,3,24,10,2.43
2020,3,24,11,3.7
2020,3,24,12,4.7
2020,3,24,13,5.38
2020,3,24,14,5.57
2020,3,24,15,5.26
2020,3,24,16,4.5
2020,3,24,17,3.04
2020,3,24,18,0.62
2020,3,24,19,-0.2
2020,3,24,20,-0.97
2020,3,24,21,-1.56
2020,3,24,22,-2.07
2020,3,24,23,-2.3
2020,3,25,0,-2.46
2020,3,25,1,-2.73
2020,3,25,2,-3.02
2020,3,25,3,-3.27
2020,3,25,4,-3.52
2020,3,25,5,-3.91
2020,3,25,6,-3.88
2020,3,25,7,-2.31
2020,3,25,8,1.4
2020,3,25,9,3.41
2020,3,25,10,4.76
2020,3,25,11,6.04
2020,3,25,12,7.22
2020,3,25,13,8.14
2020,3,25,14,8.6
2020,3,25,15,8.6
2020,3,25,16,8.06
2020,3,25,17,6.22
2020,3,25,18,2.43
2020,3,25,19,1.44
2020,3,25,20,1.14
2020,3,25,21,0.97
2020,3,25,22,0.18
2020,3,25,23,-1.03
2020,3,26,0,-1.67
2020,3,26,1,-2.2
2020,3,26,2,-2.63
2020,3,26,3,-2.99
2020,3,26,4,-3.3
2020,3,26,5,-3.6
2020,3,26,6,-2.96
2020,3,26,7,-1.24
2020,3,26,8,1.82
2020,3,26,9,6.51
2020,3,26,10,9.15
2020,3,26,11,10.82
2020,3,26,12,12.23
2020,3,26,13,13.28
2020,3,26,14,13.87
2020,3,26,15,13.95
2020,3,26,16,13.4
2020,3,26,17,10.91
2020,3,26,18,6.61
2020,3,26,19,5.26
2020,3,26,20,4.3
2020,3,26,21,3.34
2020,3,26,22,2.4
2020,3,26,23,1.57
2020,3,27,0,0.94
2020,3,27,1,0.38
2020,3,27,2,-0.14
2020,3,27,3,-0.62
2020,3,27,4,-1.05
2020,3,27,5,-1.51
2020,3,27,6,-0.89
2020,3,27,7,0.95
2020,3,27,8,3.85
2020,3,27,9,8.43
2020,3,27,10,12.14
2020,3,27,11,13.9
2020,3,27,12,15.23
2020,3,27,13,16.13
2020,3,27,14,16.41
2020,3,27,15,15.8
2020,3,27,16,13.83
2020,3,27,17,10.62
2020,3,27,18,7.79
2020,3,27,19,6.79
2020,3,27,20,6.11
2020,3,27,21,5.67
2020,3,27,22,5.58
2020,3,27,23,5.45
2020,3,28,0,5.43
2020,3,28,1,5.23
2020,3,28,2,4.83
2020,3,28,3,4.53
2020,3,28,4,4.38
